client_number,first_name,last_name,email,mobile_number,date_of_birth,gender,province,city,signup_date,event_type,event_date,account_number,product_type,account_status,credit_limit,loan_amount,account_balance,channel,interaction_type,resolved_flag,transaction_type,amount
CL00820,Farhaan,Khumalo,farhaan.khumalo8@outlook.com,0641612531,1994-12-15,M,Mpumalanga,Witbank,2025-03-06,CRM Interaction,2025-03-20,,,,,,,WhatsApp,Product Application,Y,,
CL00841,Lerato,Petersen,lerato.petersen88@webmail.co.za,+27835512234,1996-04-05,M,Mpumalanga,Mbombela,2024-06-07,Transaction,2025-03-20,AC001101,Savings,,,,,EFT,,,Debit Order,-7803.21
CL00851,Musa,Dlamini,musa.dlamini60@gmail.com,072 120 5092,1964-02-08,F,Free State,Welkom,2024-11-25,CRM Interaction,2025-03-20,,,,,,,Call,Complaint,Y,,
CL00874,Mpho,Petersen, mpho.petersen32@outlook.com ,27628688025,1980-11-16,F,Gauteng,Pretoria,2023-11-27,Transaction,2025-03-20,AC001146,Personal Loan,,,,,Mobile App,,,EFT Payment,6068.25
CL00906,Chane,Abrahams,CHANE.ABRAHAMS42@GMAIL.COM,27649701033,1990-04-15,F,Gauteng,Soweto,2023-07-17,Transaction,2025-03-20,AC001190,Savings,,,,,POS,,,POS Purchase,-1503.32
CL00932,Mpho,Abrahams,MPHO.ABRAHAMS22@WEBMAIL.CO.ZA,0765969473,1978-03-26,M,North West,Mahikeng,2024-01-11,Transaction,2025-03-20,AC001236,Credit Card,,,,,Online Banking,,,EFT Payment,2454.93
CL00932,Mpho,Abrahams,MPHO.ABRAHAMS22@WEBMAIL.CO.ZA,0765969473,1978-03-26,M,North West,Mahikeng,2024-01-11,Transaction,2025-03-20,AC001235,Personal Loan,,,,,ATM,,,Withdrawal,-1259.06
CL00994,Nadia,Kruger,nadia.kruger61@gmail.com,+27646396474,2001-03-09,M,Eastern Cape,Mthatha,2023-05-26,Transaction,2025-03-20,AC001336,Credit Card,,,,,EFT,,,Debit Order,-2707.73
CL01041,Kagiso,Abrahams,kagiso.abrahams60@telkomsa.net,069 514 4427,1980-06-06,M,Free State,Bloemfontein,2025-02-06,CRM Interaction,2025-03-20,,,,,,,Branch,Query,Y,,
CL01066,Nokuthula,Govender,nokuthula.govender20@outlook.com,080 548 1292,2007-10-11,M,Northern Cape,Kimberley,2025-03-05,CRM Interaction,2025-03-20,,,,,,,WhatsApp,Product Application,Y,,
CL01068,Tumi,Govender,tumi.govender5@webmail.co.za,0659279258,1966-11-23,F,Northern Cape,Upington,2022-05-16,Transaction,2025-03-20,AC001430,Credit Card,,,,,Mobile App,,,EFT Payment,3280.41
CL01097,Marike,Adams,marike.adams14@gmail.com,0825333242,1970-01-27,F,Western Cape,George,2024-05-21,Product Enrollment,2025-03-20,AC001468,Credit Card,Active,50000,,6585.93,,,,,
CL01097,Marike,Adams,marike.adams14@gmail.com,0825333242,1970-01-27,F,Western Cape,George,2024-05-21,Transaction,2025-03-20,AC001468,Credit Card,,,,,POS,,,POS Purchase,-443.15
CL01206,Bongani,Pillay,BONGANI.PILLAY35@OUTLOOK.COM,27616459880,1989-08-25,F,Limpopo,Tzaneen,2024-01-14,Transaction,2025-03-20,AC001602,Personal Loan,,,,,ATM,,,Deposit,3346.53
CL01214,Riaan,Sithole,riaan.sithole71@outlook.com,0769446669,1963-07-18,F,Western Cape,Stellenbosch,2022-04-02,Transaction,2025-03-20,AC001610,Personal Loan,,,,,Branch,,,Withdrawal,-5775.72
CL01340,Zanele,Mabaso,zanele.mabaso16@gmail.com,0733305951,1963-02-26,F,Eastern Cape,Gqeberha,2024-06-07,Transaction,2025-03-20,AC001779,Personal Loan,,,,,Branch,,,Withdrawal,-976.99
CL01398,Priya,Dlamini,priya.dlamini34@telkomsa.net,0759307947,1987-06-01,M,Limpopo,Polokwane,2024-04-27,Transaction,2025-03-20,AC001853,Credit Card,,,,,POS,,,POS Purchase,-611.55
CL01412,Sipho,Kruger,SIPHO.KRUGER69@GMAIL.COM,0673634592,1956-09-16,F,Northern Cape,Upington,2022-08-08,Transaction,2025-03-20,AC001874,Personal Loan,,,,,EFT,,,Fee,-4631.68
CL01425,Chane,Abrahams,chane.abrahams24@outlook.com,,1996-06-30,M,KwaZulu Natal,Durban,2023-04-04,Transaction,2025-03-20,AC001893,Savings,,,,,Branch,,,Withdrawal,-5378.25
CL01473,Marike,Zulu,marike.zulu74@gmail.com,081 106 0293,1976-06-09,M,Eastern Cape,Mthatha,2022-02-14,Transaction,2025-03-20,AC001962,Personal Loan,,,,,ATM,,,Withdrawal,-6632.82
CL00126,Ruan,De Villiers,ruan.de villiers21@outlook.com,0646244264,1984-06-06,F,Eastern Cape,Mthatha,2022-05-30,Transaction,2025-03-21,AC000162,Credit Card,,,,,EFT,,,Debit Order,-3528.29
CL00128,Kyle,Mokoena,kyle.mokoena64@telkomsa.net,+27627597509,1999-10-29,M,KwaZulu Natal,Pietermaritzburg,2023-01-24,Transaction,2025-03-21,AC000166,Savings,,,,,ATM,,,Deposit,1366.04
CL00143,Mpho,Abrahams,mpho.abrahams25@yahoo.com,+27739644974,1978-03-30,M,KwaZulu Natal,Durban,2025-03-08,CRM Interaction,2025-03-21,,,,,,,Call,Query,Y,,
CL00145,Thabo,Smith,thabo.smith52@telkomsa.net,082-296-9909,1953-07-28,M,Limpopo,Polokwane,2024-08-11,Transaction,2025-03-21,AC000193,Savings,,,,,POS,,,POS Purchase,-916.25
CL00158,Ayesha,Naidoo,ayesha.naidoo2@yahoo.com,0849034958,1991-01-03,F,Northern Cape,Kimberley,2023-11-13,CRM Interaction,2025-03-21,,,,,,,Call,Complaint,Y,,
CL00179,Kyle,Molefe, kyle.molefe92@outlook.com ,0757724393,2004-10-26,F,North West,Rustenburg,2023-06-02,Transaction,2025-03-21,AC000236,Savings,,,,,ATM,,,Deposit,4693.36
CL00418,Nadia,Zulu,nadia.zulu84@webmail.co.za,0807562471,1995-08-31,M,Western Cape,Cape Town,2024-06-03,Transaction,2025-03-21,AC000549,Personal Loan,,,,,Online Banking,,,EFT Payment,4315.86
CL00498,Mpho,Steyn,mpho.steyn81@webmail.co.za,+27615597569,1974-09-06,F,Gauteng,Pretoria,2022-11-25,Transaction,2025-03-21,AC000662,Savings,,,,,POS,,,POS Purchase,-7030.81
CL00540,Sipho,Nkosi,sipho.nkosi65@gmail.com,0766947075,1969-08-26,M,Northern Cape,Upington,2023-09-15,Transaction,2025-03-21,AC000716,Personal Loan,,,,,Mobile App,,,EFT Payment,7936.41
CL00548,Musa,Adams,MUSA.ADAMS20@WEBMAIL.CO.ZA,27724906109,1993-04-14,M,KwaZulu Natal,Durban,2024-07-10,Transaction,2025-03-21,AC000730,Personal Loan,,,,,Mobile App,,,EFT Payment,1549.06
CL00582,Mpho,Ndlovu,mpho.ndlovu75@gmail.com,+27748256240,1955-07-16,F,Gauteng,Pretoria,2024-11-28,Transaction,2025-03-21,AC000767,Savings,,,,,Branch,,,Withdrawal,-7629.99
CL00632,Wian,Mokoena,wian.mokoena85@yahoo.com,0818942696,1991-09-26,M,Western Cape,Stellenbosch,2023-09-05,CRM Interaction,2025-03-21,,,,,,,Branch,Complaint,Y,,
CL00719,Farhaan,Van der Merwe,farhaan.van der merwe53@gmail.com,0737295723,1966-08-28,F,North West,Mahikeng,2024-10-02,Transaction,2025-03-21,AC000952,Savings,,,,,Mobile App,,,EFT Payment,1095.97
CL00727,Nadia,Mokoena,nadia.mokoena14@telkomsa.net,0812255341,1982-08-05,F,Northern Cape,Kimberley,2023-03-11,Transaction,2025-03-21,AC000965,Personal Loan,,,,,POS,,,POS Purchase,-6953.73
CL00730,Lerato,Mahlangu,lerato.mahlangu36@webmail.co.za,27709284901,1990-02-26,F,Western Cape,Cape Town,2024-04-30,CRM Interaction,2025-03-21,,,,,,,Call,Query,Y,,
CL00740,Nokuthula,Zulu,nokuthula.zulu7@gmail.com,+27684799452,1952-06-22,M,Mpumalanga,Mbombela,2022-08-16,CRM Interaction,2025-03-21,,,,,,,WhatsApp,Complaint,N,,
CL00776,Nomvula,Naidoo,nomvula.naidoo30@outlook.com,078-176-8056,1953-03-13,F,Limpopo,Tzaneen,2022-07-08,Transaction,2025-03-21,AC001023,Personal Loan,,,,,Online Banking,,,EFT Payment,2060.03
CL00850,Ayesha,Kruger,ayesha.kruger12@webmail.co.za,0697489687,1992-11-07,F,Eastern Cape,Gqeberha,2023-03-09,Transaction,2025-03-21,AC001115,Personal Loan,,,,,Online Banking,,,EFT Payment,433.75
CL00977,Lerato,Smith, lerato.smith80@gmail.com ,+27757375626,1977-11-13,M,North West,Rustenburg,2022-09-25,Transaction,2025-03-21,AC001307,Credit Card,,,,,POS,,,POS Purchase,-1395.09
CL01006,Tumi,Ndlovu,tumi.ndlovu26@telkomsa.net,0722999301,1971-10-31,M,Western Cape,George,2024-11-12,CRM Interaction,2025-03-21,,,,,,,Call,Query,Y,,
CL01021,Thabo,Zulu,thabo.zulu52@webmail.co.za,0661394358,1960-12-13,M,Gauteng,Soweto,2023-09-20,Transaction,2025-03-21,AC001370,Savings,,,,,POS,,,POS Purchase,-6991.11
CL01043,Mpho,Botha,mpho.botha59@telkomsa.net,27665457726,1948-04-17,F,Mpumalanga,Witbank,2023-06-06,Transaction,2025-03-21,AC001404,Credit Card,,,,,Branch,,,Deposit,6487.61
CL01100,Farhaan,Mokoena,farhaan.mokoena11@telkomsa.net,+27775991994,1975-12-11,M,Western Cape,George,2025-01-31,Product Enrollment,2025-03-21,AC001473,Personal Loan,Active,,100000,55670.79,,,,,
CL01111,Grace,Fourie,grace.fourie50@webmail.co.za,0604932931,1988-04-24,F,Free State,Bloemfontein,2023-07-19,Transaction,2025-03-21,AC001483,Credit Card,,,,,POS,,,POS Purchase,-6159.05
CL01147,Priya,Adams, PRIYA.ADAMS79@WEBMAIL.CO.ZA ,0623066510,1948-04-10,M,Gauteng,Soweto,2023-03-14,Transaction,2025-03-21,AC001528,Personal Loan,,,,,POS,,,POS Purchase,-7175.75
CL01170,Farhaan,Khumalo,farhaan.khumalo70@gmail.com,0652705514,1963-05-13,F,Limpopo,Tzaneen,2024-04-01,Transaction,2025-03-21,AC001553,Personal Loan,,,,,POS,,,POS Purchase,-5788.12
CL01183,Farhaan,Fourie,FARHAAN.FOURIE70@YAHOO.COM,0842308486,1996-10-19,F,KwaZulu Natal,Durban,2024-03-10,Transaction,2025-03-21,AC001572,Personal Loan,,,,,POS,,,POS Purchase,-1068.85
CL01405,Priya,Khumalo,priya.khumalo34@telkomsa.net,0661025295,1981-09-14,F,KwaZulu Natal,Durban,2023-10-19,Transaction,2025-03-21,AC001863,Savings,,,,,Branch,,,Withdrawal,-4650.01
CL01408,Mpho,Adams,mpho.adams77@webmail.co.za,+27758955173,1986-04-27,M,KwaZulu Natal,Pietermaritzburg,2023-03-05,CRM Interaction,2025-03-21,,,,,,,Call,Query,Y,,
CL01466,Wian,Sithole,WIAN.SITHOLE18@OUTLOOK.COM,+27797726711,1995-08-19,M,Gauteng,Sandton,2024-02-16,Transaction,2025-03-21,AC001952,Credit Card,,,,,Branch,,,Withdrawal,-3194.42
CL01473,Marike,Zulu,marike.zulu74@gmail.com,081 106 0293,1976-06-09,M,Eastern Cape,Mthatha,2022-02-14,Transaction,2025-03-21,AC001962,Personal Loan,,,,,ATM,,,Deposit,705.71
CL00091,Nomvula,Govender,NOMVULA.GOVENDER51@TELKOMSA.NET,0843302417,2001-03-18,M,Gauteng,Sandton,2023-09-24,CRM Interaction,2025-03-22,,,,,,,WhatsApp,Fraud Report,Y,,
CL00137,Musa,Naidoo,musa.naidoo91@yahoo.com,+27775587856,1998-01-25,F,Eastern Cape,East London,2023-09-02,Transaction,2025-03-22,AC000180,Personal Loan,,,,,Branch,,,Withdrawal,-3625.74
CL00183,Wian,Zulu,wian.zulu39@gmail.com,080-283-4801,1990-09-19,F,North West,Mahikeng,2024-07-15,Product Enrollment,2025-03-22,AC000242,Credit Card,Closed,50000,,20528.26,,,,,
CL00220,Mpho,Van der Merwe,MPHO.VAN DER MERWE12@WEBMAIL.CO.ZA,,1965-09-27,M,Western Cape,Cape Town,2024-06-27,Transaction,2025-03-22,AC000287,Savings,,,,,ATM,,,Withdrawal,-5242.37
CL00248,Chane,Kruger,chane.kruger99@gmail.com,0604754238,1966-07-19,F,Eastern Cape,Mthatha,2024-04-18,Transaction,2025-03-22,AC000325,Savings,,,,,POS,,,POS Purchase,-750.25
CL00257,Nokuthula,Van der Merwe,NOKUTHULA.VAN DER MERWE62@OUTLOOK.COM,060 640 5839,1986-11-28,M,KwaZulu Natal,Richards Bay,2024-04-06,Transaction,2025-03-22,AC000337,Savings,,,,,Branch,,,Deposit,71.04
CL00258,Ilse,Naidoo,ILSE.NAIDOO45@WEBMAIL.CO.ZA,27652095334,2004-03-22,M,Western Cape,Cape Town,2023-04-09,CRM Interaction,2025-03-22,,,,,,,Call,Product Application,Y,,
CL00273,Werner,Ndlovu,werner.ndlovu29@outlook.com,27827095071,1988-12-05,U,Eastern Cape,Mthatha,2024-01-15,Transaction,2025-03-22,AC000355,Savings,,,,,POS,,,POS Purchase,-2680.24
CL00340,Tumi,Nkosi,tumi.nkosi60@gmail.com,0615471188,1978-09-03,F,North West,Rustenburg,2024-10-17,Transaction,2025-03-22,AC000439,Credit Card,,,,,POS,,,POS Purchase,-7528.91
CL00344,Sam,Mokoena,sam.mokoena20@webmail.co.za,+27816677780,2000-02-17,M,Western Cape,Cape Town,2024-08-31,Product Enrollment,2025-03-22,AC000445,Personal Loan,Active,,50000,36505.66,,,,,
CL00394,Kagiso,Naidoo,kagiso.naidoo40@gmail.com,0741774096,1982-10-09,M,Western Cape,Paarl,2024-12-05,Product Enrollment,2025-03-22,AC000516,Personal Loan,Active,,75000,14435.24,,,,,
CL00427,Andile,Van der Merwe,andile.van der merwe50@yahoo.com,0827027401,2006-02-11,F,North West,Mahikeng,2025-02-09,CRM Interaction,2025-03-22,,,,,,,Chat,Feedback,Y,,
CL00437,Lerato,Dlamini,LERATO.DLAMINI98@OUTLOOK.COM,0653651565,1966-10-20,F,Limpopo,Tzaneen,2023-11-16,Transaction,2025-03-22,AC000580,Credit Card,,,,,Mobile App,,,EFT Payment,6916.53
CL00478,Nomvula,De Villiers,nomvula.de villiers33@outlook.com,0631886716,1993-11-18,F,Mpumalanga,Witbank,2024-07-20,Transaction,2025-03-22,AC000634,Personal Loan,,,,,EFT,,,Debit Order,-6816.51
CL00589,Lindiwe,Naidoo,lindiwe.naidoo73@outlook.com,0813980239,1995-12-14,F,Mpumalanga,Mbombela,2024-08-30,Transaction,2025-03-22,AC000778,Personal Loan,,,,,ATM,,,Deposit,2797.33
CL00610,Bongani,Adams,bongani.adams62@gmail.com,+27758405061,1973-08-07,M,Eastern Cape,East London,2023-02-17,Transaction,2025-03-22,AC000805,Savings,,,,,EFT,,,Debit Order,-5029.1
CL00706,Zanele,Abrahams,ZANELE.ABRAHAMS77@YAHOO.COM,27706310245,1999-03-02,F,Mpumalanga,Witbank,2022-01-21,Transaction,2025-03-22,AC000931,Personal Loan,,,,,Branch,,,Deposit,2999.98
CL00757,Naledi,Botha,naledi.botha64@yahoo.com,0696215882,1966-05-25,M,Northern Cape,Kimberley,2025-02-25,CRM Interaction,2025-03-22,,,,,,,WhatsApp,Complaint,N,,
CL00759,Sam,Dlamini,sam.dlamini70@webmail.co.za,0793066894,1984-04-17,M,Gauteng,Sandton,2023-01-12,Transaction,2025-03-22,AC001003,Personal Loan,,,,,EFT,,,Debit Order,-276.54
CL00834,Ashwin,Kruger, ashwin.kruger61@telkomsa.net ,,1990-03-28,,Western Cape,Cape Town,2024-07-19,Transaction,2025-03-22,AC001092,Savings,,,,,POS,,,Refund,350.5
CL00846,Kagiso,Molefe, kagiso.molefe59@outlook.com ,0656054678,1956-02-10,F,Limpopo,Polokwane,2022-10-17,Transaction,2025-03-22,AC001109,Personal Loan,,,,,ATM,,,Withdrawal,-5489.44
CL00861,Ashwin,Nkosi,ashwin.nkosi60@telkomsa.net,0671303213,1949-09-05,M,Mpumalanga,Mbombela,2022-09-23,CRM Interaction,2025-03-22,,,,,,,WhatsApp,Query,Y,,
CL00863,Nadia,Fourie,nadia.fourie90@yahoo.com,,1989-06-11,M,North West,Rustenburg,2024-10-18,Transaction,2025-03-22,AC001133,Savings,,,,,POS,,,POS Purchase,-172.28
CL00899,Andile,Van der Merwe,andile.van der merwe95@outlook.com,0797542233,1999-08-09,F,KwaZulu Natal,Richards Bay,2024-12-16,Transaction,2025-03-22,AC001183,Savings,,,,,EFT,,,Fee,-718.12
CL00922,Nomvula,Van der Merwe,nomvula.van der merwe75@yahoo.com,0701180674,1960-08-06,M,Eastern Cape,East London,2022-09-10,Transaction,2025-03-22,AC001215,Savings,,,,,EFT,,,Fee,-2133.01
CL00961,Ilse,Steyn,ilse.steyn88@gmail.com,27656396496,1960-11-10,M,Northern Cape,Kimberley,2023-10-13,CRM Interaction,2025-03-22,,,,,,,Email,Complaint,Y,,
CL01068,Tumi,Govender,tumi.govender5@webmail.co.za,0659279258,1966-11-23,F,Northern Cape,Upington,2022-05-16,Transaction,2025-03-22,AC001430,Credit Card,,,,,POS,,,POS Purchase,-5032.01
CL01169,Lindiwe,Dlamini,lindiwe.dlamini68@telkomsa.net,0744894211,2001-12-27,F,KwaZulu Natal,Richards Bay,2023-06-24,Transaction,2025-03-22,AC001550,Personal Loan,,,,,EFT,,,Debit Order,-2606.81
CL01172,Marike,Naidoo,MARIKE.NAIDOO34@TELKOMSA.NET,0701801709,1954-09-01,M,Eastern Cape,East London,2025-01-21,CRM Interaction,2025-03-22,,,,,,,Call,Query,Y,,
CL01483,Lerato,Naidoo,LERATO.NAIDOO61@GMAIL.COM,065 194 1043,1995-03-05,F,Free State,Welkom,2024-02-21,Transaction,2025-03-22,AC001974,Savings,,,,,ATM,,,Withdrawal,-5711.19
CL00057,Mpho,Nkosi,mpho.nkosi87@webmail.co.za,0768419378,1999-08-09,M,Gauteng,Pretoria,2022-02-12,Transaction,2025-03-23,AC000075,Savings,,,,,Mobile App,,,EFT Payment,6286.91
CL00098,Werner,Sithole,werner.sithole42@telkomsa.net,,1988-05-06,M,North West,Rustenburg,2025-03-16,CRM Interaction,2025-03-23,,,,,,,Email,Query,Y,,
CL00120,Marike,Khumalo,marike.khumalo88@webmail.co.za,+27696032437,1963-06-28,M,Gauteng,Soweto,2024-06-30,CRM Interaction,2025-03-23,,,,,,,Email,Fraud Report,Y,,
CL00177,Ruan,Mahlangu,ruan.mahlangu38@outlook.com,0687592357,1976-03-09,F,Eastern Cape,East London,2024-03-26,Transaction,2025-03-23,AC000234,Credit Card,,,,,Online Banking,,,EFT Payment,3778.72
CL00180,Vusi,Zulu,vusi.zulu11@gmail.com,+27801743175,1980-04-03,M,Mpumalanga,Mbombela,2025-01-04,CRM Interaction,2025-03-23,,,,,,,Chat,Query,,,
CL00197,Nokuthula,Mahlangu,,0658403549,1956-12-06,M,Western Cape,Cape Town,2024-07-30,CRM Interaction,2025-03-23,,,,,,,Email,Query,Y,,
CL00230,Bongani,Adams,bongani.adams96@gmail.com,0626632941,2005-05-20,M,Limpopo,Polokwane,2024-10-13,CRM Interaction,2025-03-23,,,,,,,Branch,Feedback,N,,
CL00237,Vusi,Sithole,vusi.sithole57@outlook.com,27642622400,1982-03-22,F,KwaZulu Natal,Pietermaritzburg,2024-07-01,CRM Interaction,2025-03-23,,,,,,,Branch,Complaint,Y,,
CL00267,Marike,Sithole,MARIKE.SITHOLE84@YAHOO.COM,,1972-05-21,M,Mpumalanga,Witbank,2024-09-06,CRM Interaction,2025-03-23,,,,,,,Email,Complaint,Y,,
CL00371,Nadia,Khumalo,nadia.khumalo82@webmail.co.za,0605477211,1985-02-22,,Western Cape,George,2023-09-14,Transaction,2025-03-23,AC000485,Savings,,,,,ATM,,,Withdrawal,-5206.7
CL00377,David,Van der Merwe,david.van der merwe53@webmail.co.za,27824387856,1964-02-16,M,Northern Cape,Kimberley,2025-01-24,Transaction,2025-03-23,AC000492,Personal Loan,,,,,Branch,,,Withdrawal,-4079.54
CL00398,Michelle,Sithole,michelle.sithole40@webmail.co.za,077 231 7776,2001-06-24,M,KwaZulu Natal,Richards Bay,2024-07-02,Transaction,2025-03-23,AC000521,Savings,,,,,Mobile App,,,EFT Payment,278.84
CL00414,Werner,Van der Merwe,werner.van der merwe2@gmail.com,081 849 3596,1959-11-22,M,Free State,Welkom,2023-07-18,Transaction,2025-03-23,AC000541,Savings,,,,,Branch,,,Withdrawal,-2943.44
CL00416,Lindiwe,Mokoena,LINDIWE.MOKOENA34@GMAIL.COM,+27759934217,1966-12-01,M,North West,Rustenburg,2023-12-08,Transaction,2025-03-23,AC000543,Credit Card,,,,,Online Banking,,,Refund,3174.33
CL00417,Chane,Sithole,,0747408965,1971-07-24,F,Mpumalanga,Witbank,2024-06-09,Transaction,2025-03-23,AC000547,Credit Card,,,,,Branch,,,Deposit,767.19
CL00419,Grace,Molefe, grace.molefe89@yahoo.com ,,2000-10-25,M,Eastern Cape,Mthatha,2024-11-30,Product Enrollment,2025-03-23,AC000551,Savings,Active,,,56872.67,,,,,
CL00426,Thabo,Sithole,THABO.SITHOLE39@OUTLOOK.COM,27719969540,1998-11-21,M,North West,Rustenburg,2024-01-06,Transaction,2025-03-23,AC000561,Personal Loan,,,,,Online Banking,,,EFT Payment,4423.84
CL00428,Nokuthula,Van der Merwe, nokuthula.van der merwe76@yahoo.com ,+27699383308,1960-07-21,F,North West,Rustenburg,2022-02-21,Transaction,2025-03-23,AC000567,Savings,,,,,Mobile App,,,EFT Payment,2238.27
CL00449,Michelle,Smith,michelle.smith16@outlook.com,+27698582938,1981-06-12,F,Western Cape,Cape Town,2024-09-22,Transaction,2025-03-23,AC000601,Savings,,,,,ATM,,,Withdrawal,-4343.62
CL00467,Tumi,Nkosi,tumi.nkosi21@gmail.com,077-981-8990,1973-03-31,F,KwaZulu Natal,Richards Bay,2024-09-20,Transaction,2025-03-23,AC000623,Credit Card,,,,,Branch,,,Deposit,5098.06
CL00534,Riaan,Mahlangu,riaan.mahlangu1@yahoo.com,0652429986,1966-02-10,F,KwaZulu Natal,Durban,2024-05-01,Transaction,2025-03-23,AC000707,Credit Card,,,,,Branch,,,Withdrawal,-7982.93
CL00589,Lindiwe,Naidoo,lindiwe.naidoo73@outlook.com,0813980239,1995-12-14,F,Mpumalanga,Mbombela,2024-08-30,Transaction,2025-03-23,AC000778,Personal Loan,,,,,Branch,,,Deposit,1463.83
CL00594,Kyle,Mokoena, kyle.mokoena13@outlook.com ,0655593203,1986-10-06,F,KwaZulu Natal,Richards Bay,2023-01-11,Transaction,2025-03-23,AC000784,Credit Card,,,,,EFT,,,Debit Order,-1260.63
CL00602,Precious,Adams, precious.adams14@webmail.co.za ,060 752 9468,1983-06-11,U,Eastern Cape,Mthatha,2022-09-05,Transaction,2025-03-23,AC000793,Savings,,,,,POS,,,POS Purchase,-6920.93
CL00653,Chane,Pillay,chane.pillay49@yahoo.com,0672977453,1959-12-17,M,Gauteng,Sandton,2022-04-15,Transaction,2025-03-23,AC000860,Credit Card,,,,,POS,,,POS Purchase,-3984.98
CL00656,Nomvula,Nkosi,NOMVULA.NKOSI20@OUTLOOK.COM,0815196564,1992-02-22,F,Gauteng,Soweto,2024-12-19,Transaction,2025-03-23,AC000863,Credit Card,,,,,ATM,,,Deposit,2137.37
CL00680,Lindiwe,Molefe,LINDIWE.MOLEFE37@WEBMAIL.CO.ZA,+27621727239,1963-03-19,,Gauteng,Soweto,2023-04-05,Transaction,2025-03-23,AC000897,Credit Card,,,,,Online Banking,,,EFT Payment,2839.06
CL00733,Naledi,Steyn,naledi.steyn22@yahoo.com,0647933921,1977-07-18,M,Gauteng,Sandton,2024-02-17,Transaction,2025-03-23,AC000971,Savings,,,,,POS,,,POS Purchase,-2181.83
CL00741,Sam,Sithole,sam.sithole22@yahoo.com,27831052124,1967-09-23,M,Mpumalanga,Mbombela,2023-07-04,Transaction,2025-03-23,AC000979,Credit Card,,,,,EFT,,,Deposit,3876.63
CL00779,Priya,Kruger,priya.kruger7@webmail.co.za,27682316106,1972-01-01,F,Eastern Cape,Mthatha,2025-01-13,Product Enrollment,2025-03-23,AC001026,Personal Loan,Active,,75000,50956.5,,,,,
CL00809,Nokuthula,De Villiers,nokuthula.de villiers97@webmail.co.za,0732943123,1996-10-01,M,Mpumalanga,Witbank,2022-07-17,Transaction,2025-03-23,AC001058,Credit Card,,,,,Branch,,,Withdrawal,-2436.92
CL00811,Wian,Govender,wian.govender57@outlook.com,0834673341,1971-06-21,M,Western Cape,George,2024-04-22,Transaction,2025-03-23,AC001060,Savings,,,,,EFT,,,Fee,-6697.71
CL00831,Zanele,Kruger,zanele.kruger33@gmail.com,0607135212,1987-03-24,M,Free State,Bloemfontein,2024-09-30,Product Enrollment,2025-03-23,AC001087,Personal Loan,Active,,20000,13601.65,,,,,
CL00831,Zanele,Kruger,zanele.kruger33@gmail.com,0607135212,1987-03-24,M,Free State,Bloemfontein,2024-09-30,Transaction,2025-03-23,AC001087,Personal Loan,,,,,Mobile App,,,EFT Payment,3619.23
CL00834,Ashwin,Kruger, ashwin.kruger61@telkomsa.net ,,1990-03-28,,Western Cape,Cape Town,2024-07-19,Transaction,2025-03-23,AC001091,Personal Loan,,,,,Mobile App,,,EFT Payment,3675.4
CL00894,Nadia,Govender,nadia.govender57@yahoo.com,077 990 9162,2000-11-29,F,KwaZulu Natal,Durban,2023-02-14,Transaction,2025-03-23,AC001176,Savings,,,,,ATM,,,Withdrawal,-4919.06
CL00925,Karabo,Molefe,karabo.molefe36@webmail.co.za,0815215259,1985-10-30,F,North West,Mahikeng,2022-08-04,Transaction,2025-03-23,AC001221,Personal Loan,,,,,POS,,,POS Purchase,-5257.27
CL00927,Ilse,Molefe,ilse.molefe16@yahoo.com,0737605946,2001-12-23,F,Mpumalanga,Mbombela,2022-07-21,CRM Interaction,2025-03-23,,,,,,,Chat,Feedback,Y,,
CL00980,Karabo,Van der Merwe,karabo.van der merwe10@gmail.com,0792180827,1953-10-29,F,KwaZulu Natal,Pietermaritzburg,2023-05-01,Transaction,2025-03-23,AC001316,Personal Loan,,,,,EFT,,,Fee,-6702.09
CL01045,Johan,Ndlovu,JOHAN.NDLOVU85@TELKOMSA.NET,0835650204,1959-06-07,M,Northern Cape,Upington,2024-05-16,Transaction,2025-03-23,AC001406,Savings,,,,,ATM,,,Deposit,2655.93
CL01049,David,Naidoo,david.naidoo95@outlook.com,,1955-05-10,F,Eastern Cape,Gqeberha,2024-06-28,Transaction,2025-03-23,AC001410,Savings,,,,,POS,,,POS Purchase,-2128.33
CL01097,Marike,Adams,marike.adams14@gmail.com,0825333242,1970-01-27,F,Western Cape,George,2024-05-21,Transaction,2025-03-23,AC001468,Credit Card,,,,,Mobile App,,,EFT Payment,4045.03
CL01122,Riaan,Kruger,ayesha.steyn70@webmail.co.za,073 282 0737,1961-10-22,M,Free State,Welkom,2022-11-22,Transaction,2025-03-23,AC001491,Credit Card,,,,,Branch,,,Withdrawal,-200.73
CL01129,Lerato,Nkosi,LERATO.NKOSI82@TELKOMSA.NET,+27638364846,1950-09-21,F,Western Cape,Cape Town,2022-12-04,Transaction,2025-03-23,AC001500,Personal Loan,,,,,POS,,,Refund,894.48
CL01176,Marike,Zulu, marike.zulu97@outlook.com ,078-819-2211,1976-07-26,F,KwaZulu Natal,Richards Bay,2023-11-25,Transaction,2025-03-23,AC001560,Credit Card,,,,,EFT,,,Deposit,5374.19
